PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_342	IX	338272	339297	+	0	NA	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-560	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
Interval_51	II	266296	266668	+	0	NA	promoter-TSS (YBR013C)	protein_coding-promoter-TSS (YBR013C)	104	tT(AGU)B	tT(AGU)B	tT(AGU)B			tT(AGU)B			tRNA
Interval_1134	XV	678890	679177	+	0	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	161	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
Interval_315	IX	142583	142749	+	0	NA	promoter-TSS (YIL116W)	protein_coding-promoter-TSS (YIL116W)	-262	YIL116W	YIL116W	YIL116W			HIS5			protein_coding
Interval_780	XI	550972	551246	+	0	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-548	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
Interval_845	XII	628280	628537	+	0	NA	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	25	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
Interval_382	V	152478	153287	+	0	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-638	YER001W	YER001W	YER001W			MNN1			protein_coding
Interval_441	VI	27835	28080	+	0	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-275	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
Interval_296	IV	1502371	1502618	+	0	NA	promoter-TSS (YDR533C)	protein_coding-promoter-TSS (YDR533C)	-334	YDR533C	YDR533C	YDR533C			HSP31			protein_coding
Interval_687	X	398102	398393	+	0	NA	TTS (YJL020C)	protein_coding-TTS (YJL020C)	138	YJL022W	YJL022W	YJL022W			YJL022W			protein_coding
Interval_243	IV	1011345	1011932	+	0	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	322	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
Interval_30	II	60844	61149	+	0	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-257	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
Interval_998	XIV	59885	60188	+	0	NA	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-245	YNL305C	YNL305C	YNL305C			BXI1			protein_coding
Interval_1137	XV	700956	701249	+	0	NA	promoter-TSS (YOR192C)	protein_coding-promoter-TSS (YOR192C)	-535	YOR192C	YOR192C	YOR192C			THI72			protein_coding
Interval_1055	XIV	578682	579188	+	0	NA	promoter-TSS (YNL027W)	protein_coding-promoter-TSS (YNL027W)	-162	YNL029C	YNL029C	YNL029C			KTR5			protein_coding
Interval_367	V	42066	42591	+	0	NA	promoter-TSS (YEL058W)	protein_coding-promoter-TSS (YEL058W)	296	YEL059C-A	YEL059C-A	YEL059C-A			SOM1			protein_coding
Interval_74	II	452208	452623	+	0	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-243	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
Interval_864	XII	764318	764636	+	0	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-331	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
Interval_9	I	67996	68967	+	0	NA	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-961	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
Interval_790	XI	665994	666803	+	0	NA	Intergenic	Intergenic	4956	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
Interval_1031	XIV	415585	416625	+	0	NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1197	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
Interval_219	IV	690639	690961	+	0	NA	promoter-TSS (YDR119W-A)	protein_coding-promoter-TSS (YDR119W-A)	-214	YDR119W-A	YDR119W-A	YDR119W-A			COX26			protein_coding
Interval_877	XII	837565	837799	+	0	NA	promoter-TSS (YLR354C)	protein_coding-promoter-TSS (YLR354C)	-325	YLR354C	YLR354C	YLR354C			TAL1			protein_coding
Interval_392	V	259994	260269	+	0	NA	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-492	YER053C	YER053C	YER053C			PIC2			protein_coding
Interval_374	V	84799	85719	+	0	NA	promoter-TSS (YEL033W)	protein_coding-promoter-TSS (YEL033W)	286	YEL035C	YEL035C	YEL035C			UTR5			protein_coding
Interval_351	IX	427279	427557	+	0	NA	Intergenic	Intergenic	-2905	YIR038C	YIR038C	YIR038C			GTT1			protein_coding
Interval_141	III	236318	236998	+	0	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-336	YCR067C	YCR067C	YCR067C			SED4			protein_coding
Interval_510	VII	525622	525891	+	0	NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	527	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
Interval_971	XIII	667169	667361	+	0	NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	191	RNA170	RNA170	RNA170			RNA170			ncRNA
Interval_208	IV	555086	555435	+	0	NA	TTS (YDR049W)	protein_coding-TTS (YDR049W)	1212	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
Interval_286	IV	1434439	1434690	+	0	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-296	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
Interval_1029	XIV	405736	405951	+	0	NA	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-279	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
Interval_988	XIII	880511	880987	+	0	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-410	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
Interval_906	XIII	50924	51532	+	0	NA	promoter-TSS (YML109W)	protein_coding-promoter-TSS (YML109W)	-274	YML110C	YML110C	YML110C			COQ5			protein_coding
Interval_1103	XV	315955	316605	+	0	NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-105	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
Interval_954	XIII	482493	482760	+	0	NA	promoter-TSS (YMR107W)	protein_coding-promoter-TSS (YMR107W)	-388	YMR107W	YMR107W	YMR107W			SPG4			protein_coding
Interval_697	X	531601	531805	+	0	NA	promoter-TSS (YJR052W)	protein_coding-promoter-TSS (YJR052W)	-125	tG(GCC)J2	tG(GCC)J2	tG(GCC)J2			SUF23			tRNA
Interval_1172	XV	1043227	1043622	+	0	NA	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	233	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
Interval_662	X	191233	192330	+	0	NA	promoter-TSS (YJL117W)	protein_coding-promoter-TSS (YJL117W)	114	YJL119C	YJL119C	YJL119C			YJL119C			protein_coding
Interval_293	IV	1489648	1491170	+	0	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-187	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
Interval_948	XIII	433402	434728	+	0	NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-723	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
Interval_246	IV	1030332	1030574	+	0	NA	promoter-TSS (YDR283C)	protein_coding-promoter-TSS (YDR283C)	-404	YDR283C	YDR283C	YDR283C			GCN2			protein_coding
Interval_1198	XVI	188656	189115	+	0	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-269	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
Interval_300	IX	1	245	+	0	NA	promoter-TSS (YIL177W-A)	protein_coding-promoter-TSS (YIL177W-A)	-723	YIL177W-A	YIL177W-A	YIL177W-A			YIL177W-A			protein_coding
Interval_1167	XV	1004148	1004478	+	0	NA	promoter-TSS (YOR355W)	protein_coding-promoter-TSS (YOR355W)	-824	YOR355W	YOR355W	YOR355W			GDS1			protein_coding
Interval_702	X	585390	585623	+	0	NA	promoter-TSS (YJR085C)	protein_coding-promoter-TSS (YJR085C)	-69	YJR085C	YJR085C	YJR085C			YJR085C			protein_coding
Interval_675	X	291162	291367	+	0	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-490	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
Interval_638	X	36177	36781	+	0	NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	-230	YJL212C	YJL212C	YJL212C			OPT1			protein_coding
Interval_1164	XV	980730	980944	+	0	NA	promoter-TSS (YOR346W)	protein_coding-promoter-TSS (YOR346W)	154	tP(UGG)O3	tP(UGG)O3	tP(UGG)O3			tP(UGG)O3			tRNA
Interval_1088	XV	127961	128467	+	0	NA	promoter-TSS (YOL101C)	protein_coding-promoter-TSS (YOL101C)	-294	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
Interval_895	XII	1014135	1014340	+	0	NA	promoter-TSS (YLR438C-A)	protein_coding-promoter-TSS (YLR438C-A)	-59	YLR438C-A	YLR438C-A	YLR438C-A			LSM3			protein_coding
Interval_78	II	474216	474466	+	0	NA	promoter-TSS (YBR115C)	protein_coding-promoter-TSS (YBR115C)	385	YBR116C	YBR116C	YBR116C			YBR116C			protein_coding
Interval_1206	XVI	281532	282090	+	0	NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-294	snR17b	snR17b	snR17b			snR17b			snoRNA
Interval_1105	XV	377561	378117	+	0	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	-8	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
Interval_181	IV	368593	369478	+	0	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-736	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
Interval_452	VI	176625	177059	+	0	NA	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-451	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
Interval_1252	XVI	699984	700462	+	0	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-371	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_135	III	177008	177230	+	0	NA	promoter-TSS (YCR030C)	protein_coding-promoter-TSS (YCR030C)	-64	snR65	snR65	snR65			snR65			snoRNA
Interval_178	IV	356965	357790	+	0	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-618	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
Interval_491	VII	368303	368654	+	0	NA	promoter-TSS (YGL073W)	protein_coding-promoter-TSS (YGL073W)	-275	YGL073W	YGL073W	YGL073W			HSF1			protein_coding
Interval_380	V	140478	141770	+	0	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-306	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
Interval_993	XIII	914760	915761	+	0	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-722	YMR319C	YMR319C	YMR319C			FET4			protein_coding
Interval_1094	XV	218775	219162	+	0	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-243	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
Interval_248	IV	1055827	1056278	+	0	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-499	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
Interval_45	II	201942	203582	+	0	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	706	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
Interval_715	X	703165	704219	+	0	NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-193	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
Interval_946	XIII	424602	424880	+	0	NA	promoter-TSS (YMR078C)	protein_coding-promoter-TSS (YMR078C)	-13	YMR078C	YMR078C	YMR078C			CTF18			protein_coding
Interval_636	VIII	556197	557046	+	0	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	421	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
Interval_1042	XIV	495055	495475	+	0	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-264	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
Interval_782	XI	567280	567750	+	0	NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-317	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
Interval_1187	XVI	102677	102999	+	0	NA	promoter-TSS (YPL235W)	protein_coding-promoter-TSS (YPL235W)	-136	YPL236C	YPL236C	YPL236C			ENV7			protein_coding
Interval_595	VIII	148791	149136	+	0	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-262	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
Interval_70	II	408363	408951	+	0	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-512	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
Interval_1184	XVI	76361	76605	+	0	NA	promoter-TSS (YPL249C-A)	protein_coding-promoter-TSS (YPL249C-A)	-244	YPL249C-A	YPL249C-A	YPL249C-A			RPL36B			protein_coding
Interval_1068	XIV	708004	708499	+	0	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-272	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
Interval_429	V	463058	463466	+	0	NA	promoter-TSS (YER145C-A)	protein_coding-promoter-TSS (YER145C-A)	-439	YER145C-A	YER145C-A	YER145C-A			YER145C-A			protein_coding
Interval_1097	XV	253711	254127	+	0	NA	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-342	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
Interval_176	IV	321562	322118	+	0	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-288	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
Interval_101	II	662582	662853	+	0	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-468	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
Interval_727	XI	70550	71247	+	0	NA	promoter-TSS (YKL198C)	protein_coding-promoter-TSS (YKL198C)	-678	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
Interval_66	II	375453	376314	+	0	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-193	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
Interval_2	I	9533	9765	+	0	NA	promoter-TSS (YAL066W)	protein_coding-promoter-TSS (YAL066W)	-442	YAL066W	YAL066W	YAL066W			YAL066W			protein_coding
Interval_919	XIII	160013	160215	+	0	NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	-66	YML057W	YML057W	YML057W			CMP2			protein_coding
Interval_473	VII	149045	149391	+	0	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-254	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
Interval_620	VIII	393416	393634	+	0	NA	promoter-TSS (YHR147C)	protein_coding-promoter-TSS (YHR147C)	-9	YHR148W	YHR148W	YHR148W			IMP3			protein_coding
Interval_986	XIII	861096	861929	+	0	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-410	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
Interval_908	XIII	69584	70537	+	0	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	28	YML101C	YML101C	YML101C			CUE4			protein_coding
Interval_810	XII	233443	234915	+	0	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-98	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
Interval_39	II	164126	164600	+	0	NA	promoter-TSS (YBL030C)	protein_coding-promoter-TSS (YBL030C)	-366	YBL030C	YBL030C	YBL030C			PET9			protein_coding
Interval_271	IV	1289029	1289504	+	0	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-140	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
Interval_206	IV	545987	546367	+	0	NA	promoter-TSS (YDR044W)	protein_coding-promoter-TSS (YDR044W)	-465	YDR044W	YDR044W	YDR044W			HEM13			protein_coding
Interval_577	VII	1072534	1072974	+	0	NA	Intergenic	Intergenic	2461	YGR288W	YGR288W	YGR288W			MAL13			protein_coding
Interval_288	IV	1450962	1451211	+	0	NA	promoter-TSS (YDR500C)	protein_coding-promoter-TSS (YDR500C)	-233	YDR500C	YDR500C	YDR500C			RPL37B			protein_coding
Interval_254	IV	1150640	1151043	+	0	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-40	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
Interval_340	IX	332657	333583	+	0	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	109	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
Interval_169	IV	241779	242147	+	0	NA	promoter-TSS (YDL122W)	protein_coding-promoter-TSS (YDL122W)	545	YDL123W	YDL123W	YDL123W			SNA4			protein_coding
Interval_150	IV	61620	62748	+	0	NA	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	173	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
Interval_1159	XV	931257	931609	+	0	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-352	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
Interval_742	XI	166056	166380	+	0	NA	promoter-TSS (YKL150W)	protein_coding-promoter-TSS (YKL150W)	-288	YKL151C	YKL151C	YKL151C			YKL151C			protein_coding
Interval_1010	XIV	217309	217665	+	0	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-445	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
Interval_564	VII	951327	951638	+	0	NA	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-412	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
Interval_953	XIII	480641	480879	+	0	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	-67	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
Interval_826	XII	444850	445194	+	0	NA	promoter-TSS (YLR152C)	protein_coding-promoter-TSS (YLR152C)	-334	YLR152C	YLR152C	YLR152C			YLR152C			protein_coding
Interval_49	II	251107	251570	+	0	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-322	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
Interval_616	VIII	381382	381568	+	0	NA	promoter-TSS (snR32)	snoRNA-promoter-TSS (snR32)	-65	snR32	snR32	snR32			snR32			snoRNA
Interval_18	I	180943	181463	+	0	NA	promoter-TSS (tL(CAA)A)	tRNA-promoter-TSS (tL(CAA)A)	62	tL(CAA)A	tL(CAA)A	tL(CAA)A			SUP56			tRNA
Interval_265	IV	1238304	1238506	+	0	NA	TTS (YDR381C-A)	protein_coding-TTS (YDR381C-A)	445	YDR381C-A	YDR381C-A	YDR381C-A			YDR381C-A			protein_coding
Interval_440	VI	16593	16853	+	0	NA	promoter-TSS (YFL055W)	protein_coding-promoter-TSS (YFL055W)	-281	YFL055W	YFL055W	YFL055W			AGP3			protein_coding
Interval_781	XI	551424	551642	+	0	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-124	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
Interval_778	XI	533626	533949	+	0	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-323	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
Interval_735	XI	108895	109122	+	0	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-261	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
Interval_555	VII	882474	884382	+	0	NA	exon (YGR192C, exon 1 of 1)	protein_coding-exon (YGR192C, exon 1 of 1)	382	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
Interval_1041	XIV	490981	491388	+	0	NA	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-339	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
Interval_863	XII	758868	759423	+	0	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-312	YLR312C	YLR312C	YLR312C			YLR312C			protein_coding
Interval_689	X	424226	424616	+	0	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	94	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
Interval_102	II	668333	668756	+	0	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-177	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
Interval_528	VII	650657	651531	+	0	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-477	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
Interval_373	V	80028	80402	+	0	NA	promoter-TSS (YEL038W)	protein_coding-promoter-TSS (YEL038W)	-238	YEL039C	YEL039C	YEL039C			CYC7			protein_coding
Interval_649	X	90157	90645	+	0	NA	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-304	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
Interval_1186	XVI	98872	99537	+	0	NA	promoter-TSS (YPL239W)	protein_coding-promoter-TSS (YPL239W)	-280	YPL239W	YPL239W	YPL239W			YAR1			protein_coding
Interval_329	IX	248766	249868	+	0	NA	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	467	tS(UGA)I	tS(UGA)I	tS(UGA)I			SUP17			tRNA
Interval_939	XIII	352303	352490	+	0	NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	116	tF(GAA)M	tF(GAA)M	tF(GAA)M			tF(GAA)M			tRNA
Interval_97	II	628534	628822	+	0	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-490	YBR203W	YBR203W	YBR203W			COS111			protein_coding
Interval_480	VII	228454	228722	+	0	NA	promoter-TSS (YGL147C)	protein_coding-promoter-TSS (YGL147C)	-259	YGL147C	YGL147C	YGL147C			RPL9A			protein_coding
Interval_35	II	131936	132168	+	0	NA	promoter-TSS (YBL046W)	protein_coding-promoter-TSS (YBL046W)	-12	YBL047C	YBL047C	YBL047C			EDE1			protein_coding
Interval_14	I	138568	139304	+	0	NA	promoter-TSS (YAL007C)	protein_coding-promoter-TSS (YAL007C)	-216	tP(UGG)A	tP(UGG)A	tP(UGG)A			TRN1			tRNA
Interval_272	IV	1301022	1301679	+	0	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-266	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
Interval_1096	XV	234199	234721	+	0	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	114	snR81	snR81	snR81			snR81			snoRNA
Interval_294	IV	1493092	1494179	+	0	NA	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-609	snR84	snR84	snR84			snR84			snoRNA
Interval_190	IV	461450	461775	+	0	NA	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-230	YDR007W	YDR007W	YDR007W			TRP1			protein_coding
Interval_830	XII	489373	489968	+	0	NA	promoter-TSS (YLR162W)	protein_coding-promoter-TSS (YLR162W)	97	YLR162W	YLR162W	YLR162W			YLR162W			protein_coding
Interval_1020	XIV	335786	336174	+	0	NA	promoter-TSS (YNL160W)	protein_coding-promoter-TSS (YNL160W)	-565	YNL160W	YNL160W	YNL160W			YGP1			protein_coding
Interval_741	XI	164477	164818	+	0	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-262	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
Interval_1204	XVI	264449	264888	+	0	NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	66	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
Interval_530	VII	661763	661989	+	0	NA	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	127	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
Interval_1166	XV	1003543	1003774	+	0	NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-433	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
Interval_750	XI	247881	248500	+	0	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	177	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
Interval_769	XI	385157	385854	+	0	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-253	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
Interval_1171	XV	1028829	1029009	+	0	NA	promoter-TSS (YOR369C)	protein_coding-promoter-TSS (YOR369C)	-294	YOR369C	YOR369C	YOR369C			RPS12			protein_coding
Interval_352	IX	439056	439861	+	0	NA	Intergenic	Intergenic	-1279	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
Interval_142	III	246666	246895	+	0	NA	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-183	YCR073W-A	YCR073W-A	YCR073W-A			SOL2			protein_coding
Interval_1265	XVI	856098	856276	+	0	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	70	YPR158C-C	YPR158C-C	YPR158C-C			YPR158C-C			protein_coding
Interval_239	IV	955004	955544	+	0	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	141	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
Interval_27	II	36133	36646	+	0	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	-9	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
Interval_391	V	242108	242571	+	0	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-838	YER045C	YER045C	YER045C			ACA1			protein_coding
Interval_127	III	122589	124004	+	0	NA	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	-293	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
Interval_1019	XIV	330953	331248	+	0	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-222	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
Interval_1150	XV	877770	878253	+	0	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-326	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
Interval_972	XIII	675005	675486	+	0	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-479	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
